id,title,notes,purpose,license_title,license_id,num_resources,tag_string,num_tags,metadata_created,metadata_modified,organization_title,organization_name,maintainer,maintainer_email,url,package_title_id
8a055f26-b38c-4b45-88f6-1681837d611b,Ліцензійний реєстр виданих ліцензій на роздрібну торгівлю тютюновими виробами,"Ліцензійний реєстр виданих ліцензій на роздрібну торгівлю тютюновими виробами Код ЄДРПОУ та реєстраційний номер облікової картки платника податків фізичної особи - підприємця не оприлюднюється, у зв’язку з тим, що Порядок формування, ведення і користування відомостями ліцензійного реєстру та подання їх до Єдиного ліцензійного реєстру затвердженого Постановою КМУ від 08.11.2000 № 1658, де не передбачено оприлюднення таких даних. Також реєстраційний номер облікової картки платника податків фізичної особи – підприємця підпадає під дію Закону України «Про захист персональних даних»","Постанова КМУ від 08.11.2000 № 1658, Закон України від 19.12.1995 № 481-95/ВР ,Закон України від 02.03.2015 № 222, Оприлюднення інформації, що міститься в наборі даних, здійснюється у зв’язку з високим суспільним інтересом до таких даних",Creative Commons Attribution,cc-by,2,"роздрібна,ліцензії,реєстр,тютюновими,право,торгівля,вироби",7,2019-09-03,2020-09-29,Державна податкова служба України,tax,Гавриленко Олена Миколаївна ,a.gavrilenko@sfs.gov.ua,https://data.gov.ua/dataset/8a055f26-b38c-4b45-88f6-1681837d611b,Ліцензійний реєстр виданих ліцензій на роздрібну торгівлю тютюновими виробами (8a055f26-b38c-4b45-88f6-1681837d611b)
93d77445-7985-4a07-a4af-75cbed12199b,План підготовки регуляторних актів Міністерства енергетики та захисту довкілля України,"Набір містить план підготовки регуляторних актів Міністерства енергетики та захисту довкілля  включно із зазначенням назв проектів, видів регуляторних актів, цілей прийняття, строків підготовки, найменування відповідальних за розробку органів та підрозділів, тощо.",Інформація набору є результатом і характеризує діяльність регуляторних органів відповідно до Закону України «Про засади державної регуляторної політики у сфері господарської діяльності» від 11.09.2003 № 1160-IV,Creative Commons Attribution,cc-by,3,"регуляторний акт,регуляторна політика,проект,акт",4,2018-12-21,2020-09-08,Міністерство енергетики та вугільної промисловості України,ministerstvo-enerhetyky-ta-vuhilnoyi-promyslovosti-ukrayiny,Кардаш Юлія Григорівна,july.bilyk@mev.gov.ua,https://data.gov.ua/dataset/93d77445-7985-4a07-a4af-75cbed12199b,План підготовки регуляторних актів Міністерства енергетики та захисту довкілля України (93d77445-7985-4a07-a4af-75cbed12199b)
1b1119c9-34ea-4a0c-8331-8f6838c4f8ec,"Фінансова звітність  Казенного підприємства ""Морська пошуково-рятувальна служба"" за 2020 рік","Фінансова звітність Казенного підприємства ""Морська пошуково-рятувальна служба"" за 2020 рік",Постанова Кабінету Міністрів України від 21 жовтня 2015 року № 835,Creative Commons Attribution,cc-by,4,"державні фінанси,2020 фінансова звітність,аналіз фінансової звітності,аналіз виконання фінансового плану,2020 бюджетна та фінансова звітність",5,2020-05-12,2020-08-12,Державна служба морського та річкового транспорту України,marad,Пахомова Ольга,sar@marad.gov.ua,https://data.gov.ua/dataset/1b1119c9-34ea-4a0c-8331-8f6838c4f8ec,"Фінансова звітність  Казенного підприємства ""Морська пошуково-рятувальна служба"" за 2020 рік (1b1119c9-34ea-4a0c-8331-8f6838c4f8ec)"
8aa759ba-24f3-4aa7-a93e-ac81e1a648ea,Рівень рентабельності виробництва основних видів продукції сільського господарства у підприємствах,"Рівень рентабельності виробництва основних видів продукції сільського господарства у підприємствах
","Постанова Кабінету Міністрів України від 21.10.2015 № 835 ""Про затвердження Положення про набори даних, які підлягають оприлюдненню у формі відкритих даних"" (зі змінами, внесеними згідно з Постановами КМ № 1035 від 28.12.2016 і № 354 від 24.05.2017)",Creative Commons Attribution,cc-by,1,"вівці,свині,молоко,зерно,картопля,вовна,плоди,яйця,виноград",9,2018-10-23,2020-07-14,Державна служба статистики України,derzhavna-sluzhba-statystyky-ukrayiny,Рабуш Леся Олександрівна,L.Rabush@ukrstat.gov.ua,https://data.gov.ua/dataset/8aa759ba-24f3-4aa7-a93e-ac81e1a648ea,Рівень рентабельності виробництва основних видів продукції сільського господарства у підприємствах (8aa759ba-24f3-4aa7-a93e-ac81e1a648ea)
a26def24-8c22-4b19-aa89-9b8eae69ec2e,"Перелік дозволів на імпорт та експорт видів дикої фауни і флори, сертифікатів на пересувні виставки, реекспорт та інтродукцію з моря зазначених зразків щодо осетрових риб і виробленої з них продукції",Інформація щодо видачі Держрибагентством дозволів CITES на експорт осетрових видів риб та виробленої з них продукції,"Закон України ""Про доступ до публічної інформації"" від 13.01.2011 № 2939-VI, Постанова КМУ від 21 жовтня 2015 року №835 «Про затвердження Положення про набори даних, які підлягають оприлюдненню у формі відкритих даних»",Creative Commons Attribution,cc-by,1,"дозвіл,держрибагентство,експорт,продукція,cites",5,2019-08-13,2020-03-12,Державне агентство рибного господарства України,darg,Яковлєва Тетяна Володимирівна,aqua@darg.gov.ua,https://data.gov.ua/dataset/a26def24-8c22-4b19-aa89-9b8eae69ec2e,"Перелік дозволів на імпорт та експорт видів дикої фауни і флори, сертифікатів на пересувні виставки, реекспорт та інтродукцію з моря зазначених зразків щодо осетрових риб і виробленої з них продукції (a26def24-8c22-4b19-aa89-9b8eae69ec2e)"
9b0e87e0-eaa3-4f14-9547-03d61b70abb6,"Інформація про транспортні засоби, що перебувають у розшуку у зв`язку з їх незаконним заволодінням","Інформація про транспортні засоби, що перебувають у розшуку у зв'язку з їх незаконним заволодінням","Наказ МВС України від 05.01.2005  N 3 Дск Зареєстровано в МЮ України 1 лютого 2005 р.  за N 132/10412, Наказ МВС від 5 червня 2020 року №440",Creative Commons Attribution,cc-by,2,"транспортні засоби,транспорт в розшуку,розшук",3,2018-08-16,2020-10-02,Міністерство внутрішніх справ України,ministerstvo-vnutrishnikh-sprav-ukrayiny,Голубнича Юлія Костянтинівна,di.opendata@mvs.gov.ua,https://data.gov.ua/dataset/9b0e87e0-eaa3-4f14-9547-03d61b70abb6,"Інформація про транспортні засоби, що перебувають у розшуку у зв`язку з їх незаконним заволодінням (9b0e87e0-eaa3-4f14-9547-03d61b70abb6)"
dfc2df5a-a810-4619-a236-6098cfaa64e2,Дані про видані ліцензії на провадження господарської діяльності з виробництва особливо небезпечних хімічних речовин та ліцензіатів,"Вичерпний перелік ліцензіатів на провадження господарської діяльності з виробництва особливо небезпечних хімічних речовин, перелік яких визначається Кабінетом Міністрів України","ПОСТАНОВА  КАБІНЕТE МІНІСТРІВ УКРАЇНИ  від 21 жовтня 2015 р. № 835  Київ  Про затвердження Положення про набори даних, які підлягають оприлюдненню у формі відкритих даних",Creative Commons Attribution,cc-by,1,"перелік ліцензіатів,небезпечних хімічних речовин",2,2018-10-09,2020-02-27,Міністерство екології та природних ресурсів України,ministerstvo-ekolohiyi-ta-pryrodnykh-resursiv-ukrayiny, Шкамардіна Олена Олександрівна,shkamardina@menr.gov.ua,https://data.gov.ua/dataset/dfc2df5a-a810-4619-a236-6098cfaa64e2,Дані про видані ліцензії на провадження господарської діяльності з виробництва особливо небезпечних хімічних речовин та ліцензіатів (dfc2df5a-a810-4619-a236-6098cfaa64e2)
3837e4be-5b76-417d-8cbe-c2694cab59fc,"Інформація про щомісячні надходження податків і зборів (за видами згідно з кодом бюджетної класифікації, у галузевому та регіональному розрізі)",Суми щомісячних надходжень податків і зборів,"ст.ст.9,10 Податкового кодексу України; інформаційно-аналітичне забезпечення органів державної влади, центральних органів виконавчої влади та інших зовнішніх організацій",Creative Commons Attribution,cc-by,1,"платежів,надходження,регіональному розрізах,галузевому",4,2019-09-13,2020-09-24,Державна податкова служба України,tax,Живецький Андрій Антонович,dep20zvitnist@tax.gov.ua,https://data.gov.ua/dataset/3837e4be-5b76-417d-8cbe-c2694cab59fc,"Інформація про щомісячні надходження податків і зборів (за видами згідно з кодом бюджетної класифікації, у галузевому та регіональному розрізі) (3837e4be-5b76-417d-8cbe-c2694cab59fc)"
fd194c2d-1d97-44c2-b89c-f1e68e4fc901,Бази даних Регістру судноплавства України,"База даних Регістру судноплавства України, розпорядником якої є Державне підприємство «Класифікаційне товариство Регістр судноплавства України», що належить до сфери управління Державної служби морського та річкового транспорту України","Постанова Кабінету Міністрів України від 21 жовтня 2015 року № 835, Наказ Державної служби морського та річкового транспорту України від 24.07.2019 № 298",Creative Commons Attribution,cc-by,4,"судноплавства,регістр,рсу,регістр судноплавства україни,база даних",5,2019-08-20,2020-07-29,Державна служба морського та річкового транспорту України,marad,Глитень Максим Анатолійович ,shipregister@marad.gov.ua,https://data.gov.ua/dataset/fd194c2d-1d97-44c2-b89c-f1e68e4fc901,Бази даних Регістру судноплавства України (fd194c2d-1d97-44c2-b89c-f1e68e4fc901)
b3e6172b-e7d5-4cef-8ddc-4cadc29a0a5c,"Виробництво та розподіл валового внутрішнього продукту за видами економічної діяльності. Валовий прибуток, змішаний дохід (у фактичних цінах; млн грн)","Виробництво та розподіл валового внутрішнього продукту за видами економічної діяльності. Валовий прибуток, змішаний дохід (у фактичних цінах; млн грн)","Постанова Кабінету Міністрів України від 21.10.2015 № 835 ""Про затвердження Положення про набори даних, які підлягають оприлюдненню у формі відкритих даних"" (зі змінами, внесеними згідно з Постановами КМ № 1035 від 28.12.2016 і № 354 від 24.05.2017)",Creative Commons Attribution,cc-by,1,"торгівля,повітря,спорт,роздрібна,наукова,переробна,сільське,водопостачання,лісове,розваги,транспорт,господарство,технічна,оборона,оптова,мистецтво,харчування,промисловість,розміщування,рибне,відпочинок,професійна,освіта,постачання,управління,добувна,організація,будівництво",28,2018-08-28,2020-05-05,Державна служба статистики України,derzhavna-sluzhba-statystyky-ukrayiny,"Духневич Світлана Анатоліївна, Старовойтенко Раїса Антонівна",S.Dukhnevich@ukrstat.gov.ua,https://data.gov.ua/dataset/b3e6172b-e7d5-4cef-8ddc-4cadc29a0a5c,"Виробництво та розподіл валового внутрішнього продукту за видами економічної діяльності. Валовий прибуток, змішаний дохід (у фактичних цінах; млн грн) (b3e6172b-e7d5-4cef-8ddc-4cadc29a0a5c)"
610bce25-abb8-4de7-9578-70d57b5e2e3f,Карта маршрутів мобільних сервісних центрів і графік виїздів мобільних сервісних центрів,Набір містить в собі інформацію про точки зупинки мобільних сервісних центрів та графік їх роботи,"Наказ МВС України від 05.06.2020 № 440 ""Про затвердження Переліку інформації, що підлягає оприлюдненню у формі відкритих даних, розпорядником якої є Міністерство внутрішніх справ України та Вимог до форматів наборів даних, що підлягають оприлюдненню у формі відкритих даних, розпорядником яких є Міністерство внутрішніх справ України""",Creative Commons Attribution,cc-by,24,"мсц мвс,гсц,мсц,гсц мвс",4,2020-08-18,2020-08-19,Міністерство внутрішніх справ України,ministerstvo-vnutrishnikh-sprav-ukrayiny,Кішман Назарій Костянтинович,n.kishman@hsc.gov.ua,https://data.gov.ua/dataset/610bce25-abb8-4de7-9578-70d57b5e2e3f,Карта маршрутів мобільних сервісних центрів і графік виїздів мобільних сервісних центрів (610bce25-abb8-4de7-9578-70d57b5e2e3f)
f14b0907-369e-47c7-a40f-57f7543f3e99,Інформація про надходження коштів на рахунки в системі електронного адміністрування податку на додану вартість та списання сум податку на додану вартість з них до бюджету та на поточні рахунки платників податку,Інформація про надходження коштів на рахунки в системі електронного адміністрування податку на додану вартість та списання сум податку на додану вартість з них до бюджету та на поточні рахунки платників податку,Наказ Державної казначейської служби України від 07.05.2018 № 138,Creative Commons Attribution,cc-by,19,інформація про надходження коштів на рахунки в системі електронного адміністрування,1,2018-10-01,2020-07-01,Державна казначейська служба України (Казначейство),dksu,Скрипченко Анастасія Іванівна,press@treasury.gov.ua,https://data.gov.ua/dataset/f14b0907-369e-47c7-a40f-57f7543f3e99,Інформація про надходження коштів на рахунки в системі електронного адміністрування податку на додану вартість та списання сум податку на додану вартість з них до бюджету та на поточні рахунки платників податку (f14b0907-369e-47c7-a40f-57f7543f3e99)
ba730a52-30c3-4947-b884-673b1abae976,"Проєкти нормативно-правових актів, у тому числі визначені законодавством про засади регуляторної політики","Проєкти нормативно-правових актів, у тому числі визначені законодавством про засади регуляторної політики","Наказ МВС України від 05.06.2020 № 440 ""Про затвердження Переліку інформації, що підлягає оприлюдненню у формі відкритих даних, розпорядником якої є Міністерство внутрішніх справ України та Вимог до форматів наборів даних, що підлягають оприлюдненню у формі відкритих даних, розпорядником яких є Міністерство внутрішніх справ України""",Creative Commons Attribution,cc-by,1,"проєкти нормативно-правових актів,проєкт,проєкти нпа,нормативно-правові акти",4,2020-08-11,2020-08-11,Міністерство внутрішніх справ України,ministerstvo-vnutrishnikh-sprav-ukrayiny,Голубнича Юлія Костянтинівна,y.holubnycha@mvs.gov.ua,https://data.gov.ua/dataset/ba730a52-30c3-4947-b884-673b1abae976,"Проєкти нормативно-правових актів, у тому числі визначені законодавством про засади регуляторної політики (ba730a52-30c3-4947-b884-673b1abae976)"
8bdbb02f-9f8d-4efd-9f9a-6d6a7152cf0b,Реєстр (перелік) наборів відкритих даних,"Реєстр (перелік) наборів відкритих даних, розпорядником яких є Міністерство юстиції України","Наказ від 28.03.2016 року № 897/5 ""Про затвердження Переліку інформації, що підлягає оприлюдненню у формі відкритих даних, розпорядником якої є Міністерство юстиції України""",Creative Commons Attribution,cc-by,1,"перелік,оприлюднення,розпорядник,повідомлення,реєстр,інформація,відкриті дані",7,2018-09-07,2018-09-09,Міністерство юстиції України,ministerstvo-iustytsiyi-ukrayiny,Гандзюк Богдан В’ячеславович,website@minjust.gov.ua,https://data.gov.ua/dataset/8bdbb02f-9f8d-4efd-9f9a-6d6a7152cf0b,Реєстр (перелік) наборів відкритих даних (8bdbb02f-9f8d-4efd-9f9a-6d6a7152cf0b)
456ae05e-0855-4c66-aaf3-d352feaf0d49,Повна розшифровка тарифу із зазначенням закладених грошових коштів та у натуральному вимірі,Розшифровка діючих тарифів на теплову енергію для потреб інших споживачів (крім населення) станом на 01.09.2018р. ,"Закони України «Про теплопостачання», «Про житлово-комунальні послуги», «Про державне регулювання у сфері комунальних послуг», «Про Національну комісію, що здійснює державне регулювання у сферах енергетики та комунальних послуг»",Creative Commons Attribution,cc-by,4,"тепло,тариф",2,2018-09-13,2020-06-23,"Національна комісія, що здійснює державне регулювання у сферах енергетики та комунальних послуг (НКРЕКП)",natsionalna-komisiia-shcho-zdiisniuie-derzhavne-rehuliuvannia-u-sferakh-enerhetyky-ta-komunalny,Чумак А.В.,public.nabori@nerc.gov.ua,https://data.gov.ua/dataset/456ae05e-0855-4c66-aaf3-d352feaf0d49,Повна розшифровка тарифу із зазначенням закладених грошових коштів та у натуральному вимірі (456ae05e-0855-4c66-aaf3-d352feaf0d49)
2841a3a6-e890-4688-bb4d-80946de850fc,Доходи і витрати населення України,Доходи і витрати населення України ,"Постанова Кабінету Міністрів України від 21.10.2015 № 835 ""Про затвердження Положення про набори даних, які підлягають оприлюдненню у формі відкритих даних"" (зі змінами, внесеними згідно з Постановами КМ № 1035 від 28.12.2016 і № 354 від 24.05.2017)",Creative Commons Attribution,cc-by,1,"послуги,доходи,товари,витрати",4,2018-10-30,2019-12-18,Державна служба статистики України,derzhavna-sluzhba-statystyky-ukrayiny,Снігірьова Вікторія Анатоліївна,accounts@ukrstat.gov.ua,https://data.gov.ua/dataset/2841a3a6-e890-4688-bb4d-80946de850fc,Доходи і витрати населення України (2841a3a6-e890-4688-bb4d-80946de850fc)
efc7fca6-c253-4965-9969-a814fa3f18d4,"Інформація щодо використання місцевими бюджетами субвенцій, отриманих з державного бюджету","Інформація щодо використання місцевими бюджетами субвенцій, отриманих з державного бюджету",Наказ Державної казначейської служби України від 07.05.2018 № 138,Creative Commons Attribution,cc-by,20,"отриманих з державного бюджету,інформація щодо використання місцевими бюджетами субвенцій",2,2018-10-19,2020-09-17,Державна казначейська служба України (Казначейство),dksu,Скрипченко Анастасія Іванівна,press@treasury.gov.ua,https://data.gov.ua/dataset/efc7fca6-c253-4965-9969-a814fa3f18d4,"Інформація щодо використання місцевими бюджетами субвенцій, отриманих з державного бюджету (efc7fca6-c253-4965-9969-a814fa3f18d4)"
6e79e4ff-f078-48f1-95ec-b803a8f70716,"Обсяг імпорту/експорту електричної енергії (за напрямами, обсягом і митною вартістю)",Обсяг імпорту та експорту електроенергії ,"Постанова від 21 жовтня 2015 р. № 835 Про затвердження Положення про набори даних, які підлягають оприлюдненню у формі відкритих даних",Creative Commons Attribution,cc-by,8,енергетика,1,2019-07-29,2020-09-09,"Національна енергетична компанія ""Укренерго""",derzhavne-pidpryiemstvo-natsionalna-enerhetychna-kompaniia-ukrenerho,Шевцова О.Л.,Shevcova.OL@ua.energy,https://data.gov.ua/dataset/6e79e4ff-f078-48f1-95ec-b803a8f70716,"Обсяг імпорту/експорту електричної енергії (за напрямами, обсягом і митною вартістю) (6e79e4ff-f078-48f1-95ec-b803a8f70716)"
309091d9-b3ee-42d8-b7e9-7b2e636d3480,"Оперативна інформація про надзвичайні ситуації техногенного, природного та іншого характеру на території України","Облік надзвичайних ситуацій, що виникли на території України","Постанова Кабінету Міністрів України від 16.12.2015 № 1052 ""Про затвердження Положення про Державну службу України з надзвичайних ситуацій"", Постанова Кабінету Міністрів України від 9.10.2013 № 738 ""Про затвердження Порядку ведення обліку надзвичайних ситуацій""",Creative Commons Attribution,cc-by,82,"надзвичайна ситуація,пандемія,пожежа,пожежі,covid-19,катастрофа,дснс",7,2020-08-04,2020-10-02,Міністерство внутрішніх справ України,ministerstvo-vnutrishnikh-sprav-ukrayiny,Голубнича Юлія Костянтинівна,y.holubnycha@mvs.gov.ua,https://data.gov.ua/dataset/309091d9-b3ee-42d8-b7e9-7b2e636d3480,"Оперативна інформація про надзвичайні ситуації техногенного, природного та іншого характеру на території України (309091d9-b3ee-42d8-b7e9-7b2e636d3480)"
555403cf-5614-41db-9e93-6c0e5d3acb4d,"Система обліку та види інформації, яка зберігається в Державній прикордонній службі України","Правові акти,  що підлягають  оприлюдненню  відповідно  до Закону  України  “Про доступ  до публічної  інформації”  в Державній  прикордонній  службі  України","Постанова КМУ від 21 жовтня 2015 року №835 ""Про затвердження Положення про набори даних, які підлягають оприлюдненню у формі відкритих даних""",Creative Commons Attribution,cc-by,1,"прикордонна,облік,система,види інформації",4,2018-11-01,2018-11-05,Державна прикордонна служба України,derzhavna-prykordonna-sluzhba-ukrayiny,Савранська Вікторія Вікторівна,VVSavranska@dpsu.gov.ua,https://data.gov.ua/dataset/555403cf-5614-41db-9e93-6c0e5d3acb4d,"Система обліку та види інформації, яка зберігається в Державній прикордонній службі України (555403cf-5614-41db-9e93-6c0e5d3acb4d)"
3341152c-7d26-43bf-90c1-b2ca07581e37,Основні промислові групи (ОПГ),"Основні промислові групи сформовані на основі призначення продукції: товари проміжного споживання, енергія, інвестиційні товари, споживчі товари тривалого використання, споживчі товари короткострокового використання, шляхом групування видів економічної діяльності у промисловості (секції B, C, D і E36 за КВЕД-2010).
ОПГ використовуються задля розрахунку окремих показників, зокрема індексу промислової продукції за ОПГ.
Починаючи з 2014 р. дані щодо індексів промислової продукції публікуються за ОПГ.
Наказ Держстату від 02.08.2005 № 224 (у редакції наказу Держстату від 14.03.2013 № 91) (див. додаток 2 Методики розрахунку інтегрального індексу виробництва).","Постанова Кабінету Міністрів України від 21.10.2015 № 825 ""Про затвердження Положення про набори даних, які підлягають оприлюдненню у формі відкритих даних"" (зі змінами, внесеними згідно з Постановами КМ № 1035 від 28.12.2016 і № 354 від 24.05.2017)",Creative Commons Attribution,cc-by,1,"оздоблення,товари,вугілля,кування,енергія,очищення,постачання,монтаж,добування,устатковання,споживчі,забір,ремонт,виробництво",14,2018-09-24,2018-09-24,Державна служба статистики України,derzhavna-sluzhba-statystyky-ukrayiny,Лосєва Юлія Миколаївна,promysl@ukrstat.gov.ua,https://data.gov.ua/dataset/3341152c-7d26-43bf-90c1-b2ca07581e37,Основні промислові групи (ОПГ) (3341152c-7d26-43bf-90c1-b2ca07581e37)
1b98d102-0b52-44ba-882f-5f6a559ff81c,Зведені відомості про рішення органів Комітету про визнання вчинення суб’єктами господарювання порушень законодавства про захист економічної конкуренції у вигляді спотворення результатів торгів (тендерів) та накладення штрафу,"Набір містить інформацію про номер, дату рішення, назву органу Комітету, що його прийняв, назву та ідентифікаційний номер суб'єкта господарювання, який визнаний в рішення порушником законодавства про захист економічної конкуренції у вигляді спотверення результатів торгів (тендерів), а також набір містить інформацію про реквізити судових рішень та рішень про перевірку чи перегляд відповідних рішень органів Комітету, якщо такі мають місце.","Закон України ""Про Антимонопольний комітет України"", інші Закони",Creative Commons Attribution,cc-by,1,"порушники на торгах,порушники на тендерах,рішення,порушники у процедурах публічних закупівель,публічні закупівлі,єдрпоу,зведені відомості про рішення амку",7,2019-10-07,2020-09-25,Антимонопольний комітет України,antymonopolnyi-komitet-ukrayiny,Журавель Олена Миколаївна,juravel@amcu.gov.ua,https://data.gov.ua/dataset/1b98d102-0b52-44ba-882f-5f6a559ff81c,Зведені відомості про рішення органів Комітету про визнання вчинення суб’єктами господарювання порушень законодавства про захист економічної конкуренції у вигляді спотворення результатів торгів (тендерів) та накладення штрафу (1b98d102-0b52-44ba-882f-5f6a559ff81c)
53a60340-53f7-4c06-beb3-cad862b6abb7,"План діяльності з підготовки проектів регуляторних актів із зазначенням видів і назв проектів, цілей їх прийняття, строків підготовки проектів, найменування органів і підрозділів, відповідальних за розроблення проектів регуляторних актів, дату їх внесення на розгляд регуляторного органу та посилання на місце оприлюднення","Набір даних, який підлягає оприлюдненню у формі відкритих даних усіма розпорядниками інформації ",Постанова Кабінету Міністрів України від 21.10.2015 № 835,Creative Commons Attribution,cc-by,1,регуляторні акти,1,2020-08-13,2020-09-11,Міністерство інфраструктури України,miu,Савічева Олена Михайлівна,savicheva@mtu.gov.ua,https://data.gov.ua/dataset/53a60340-53f7-4c06-beb3-cad862b6abb7,"План діяльності з підготовки проектів регуляторних актів із зазначенням видів і назв проектів, цілей їх прийняття, строків підготовки проектів, найменування органів і підрозділів, відповідальних за розроблення проектів регуляторних актів, дату їх внесення на розгляд регуляторного органу та посилання на місце оприлюднення (53a60340-53f7-4c06-beb3-cad862b6abb7)"
6d1e6887-c6ed-4d38-b214-4e28facc4a6f,Інформація про стан застосування законодавства про адміністративну відповідальність органами Національної поліції України за 9 місяців,"Постанова КМУ від 21 жовтня 2015 р. № 835 Про затвердження Положення про набори даних, які підлягають оприлюдненню у формі відкритих даних","Постанова КМУ від 21 жовтня 2015 р. № 835 Про затвердження Положення про набори даних, які підлягають оприлюдненню у формі відкритих даних",Creative Commons Attribution,cc-by,1,"стан застосування,національна поліція україни,адміністративна",3,2018-10-09,2018-11-06,Національна поліція України,natsionalna-politsiia-ukrayiny,Богдан Олена Олексіївна,bohdan@police.gov.ua,https://data.gov.ua/dataset/6d1e6887-c6ed-4d38-b214-4e28facc4a6f,Інформація про стан застосування законодавства про адміністративну відповідальність органами Національної поліції України за 9 місяців (6d1e6887-c6ed-4d38-b214-4e28facc4a6f)
fa11b389-61db-4b33-b2fc-826b48ec477a,Середньомісячна заробітна плата за ВЕД та статтю у динаміці,Середньомісячна заробітна плата за ВЕД та статтю у динаміці,"Постанова Кабінету Міністрів України від 21.10.2015 № 835 ""Про затвердження Положення про набори даних, які підлягають оприлюдненню у формі відкритих даних"" (зі змінами, внесеними згідно з Постановами КМ № 1035 від 28.12.2016 і № 354 від 24.05.2017)",Creative Commons Attribution,cc-by,2,"сільське господарство,чоловіки,жінки,спорт,транспорт,оптова торгівля,торгівля,будівництво",8,2020-04-24,2020-09-18,Державна служба статистики України,derzhavna-sluzhba-statystyky-ukrayiny,Бочкарьова Тетяна Володимирівна,T.Bochkareva@ukrstat.gov.ua,https://data.gov.ua/dataset/fa11b389-61db-4b33-b2fc-826b48ec477a,Середньомісячна заробітна плата за ВЕД та статтю у динаміці (fa11b389-61db-4b33-b2fc-826b48ec477a)
afa3e613-385f-4ac4-be94-0ea04843995c,Інформація про нормативно-правові засади діяльності НАДС,міститься інформація про правові засади діяльності НАДС,"Закон України ""Про доступ до публічної інформації""",Creative Commons Attribution,cc-by,1,"загальні положення,антикорупційне законодавство,правові засади,адміністраивно-господарська діяльність",4,2019-07-29,2019-07-29,Національне агентство України з питань державної служби,natsionalne-ahentstvo-ukrayiny-z-pytan-derzhavnoyi-sluzhby,Рачинська Марія Петрівна,rachynska@nads.gov.ua,https://data.gov.ua/dataset/afa3e613-385f-4ac4-be94-0ea04843995c,Інформація про нормативно-правові засади діяльності НАДС (afa3e613-385f-4ac4-be94-0ea04843995c)
ca6b6551-7c81-4b19-b1e7-273aef537b88,"Паспорт бюджетної програми, зміни до паспорту бюджетної програми",Паспорта бюджетних програм Фонду державного майна України,"Відповідно до Бюджетного кодексу України від 08.07.2010 № 2456-VI та Наказу Міністерства фінансів України від 29.12.2002 № 1098 ""Про паспорти бюджетних програм""",Creative Commons Attribution,cc-by,12,паспорт бюджетної програми,1,2018-11-05,2020-08-21,Фонд державного майна України,fond-derzhavnoho-maina-ukrayiny,Марчук Олена Сергіївна,marchuk@spfu.gov.ua,https://data.gov.ua/dataset/ca6b6551-7c81-4b19-b1e7-273aef537b88,"Паспорт бюджетної програми, зміни до паспорту бюджетної програми (ca6b6551-7c81-4b19-b1e7-273aef537b88)"
a52ebfb4-dc13-4311-8141-82c343b8a1fc,Перелік спеціальних дозволів (лісорубних квитків) на заготівлю деревини,Перелік спеціальних дозволів (лісорубних квитків) на заготівлю деревини за 2020 рік,Наказ Державного агентства лісових ресурсів України від від 04.05.2017 №147,Creative Commons Attribution,cc-by,1,"квиток,дозвіл,лісорубний,ліс,лісозаготівля,деревина",6,2020-02-17,2020-08-14,Державне агентство лісових ресурсів України,derzhavne-ahentstvo-lisovykh-resursiv-ukrayiny,Кривов'язий Валерій Степанович,valerii.kryvoviazyi@forest.gov.ua,https://data.gov.ua/dataset/a52ebfb4-dc13-4311-8141-82c343b8a1fc,Перелік спеціальних дозволів (лісорубних квитків) на заготівлю деревини (a52ebfb4-dc13-4311-8141-82c343b8a1fc)
fe7a66ef-4cd7-42db-aa32-e5abef9b4219,"Реєстр отримувачів коштів, що надійшли від фізичних та юридичних осіб для надання одноразової грошової допомоги постраждалим особам та внутрішньо переміщеним особам",Набір містить Протоколи засідання комісії з питань розподілу коштів для надання грошової допомоги постраждалим особам чи внутрішньо переміщеним особам,"Постанова Кабінету Міністрів України від 1 жовтня 2014 року № 535 „Про затвердження Порядку використання коштів, що надійшли від фізичних та юридичних осіб для надання одноразової грошової допомоги постраждалим особам та внутрішньо переміщеним особам” (зі змінами)",Creative Commons Attribution,cc-by,1,"допомога внутрішньо переміщеним особам,розподіл коштів,допомога,постраждалим особам,допомога постраждалим особам,кошти для надання допомоги,протоколи,грошова допомога",8,2019-08-02,2019-08-02,Міністерство соціальної політики України,ministerstvo-sotsialnoyi-polityky-ukrayiny,Веретко Тетяна  Миколаївна,tm@mlsp.gov.ua,https://data.gov.ua/dataset/fe7a66ef-4cd7-42db-aa32-e5abef9b4219,"Реєстр отримувачів коштів, що надійшли від фізичних та юридичних осіб для надання одноразової грошової допомоги постраждалим особам та внутрішньо переміщеним особам (fe7a66ef-4cd7-42db-aa32-e5abef9b4219)"
